代號,名稱,年/月,  現金及約當現金,  不動產廠房及設備,資產總額,負債總額,  研究發展費,來自營運之現金流量,  購置不動產廠房設備（含預付）－CFI
2049,上銀,2026/06,"9,362,188","29,595,025","57,022,858","17,785,292","539,681","3,311,305","-977,185"
2056,璋釔,2026/06,"534,729","982,036","4,190,132","1,763,783","33,879","7,176","-31,125"
2059,川湖,2026/06,"29,384,179","4,110,261","47,110,680","13,356,842","349,238","5,773,574","-483,040"
2061,風青,2026/06,"77,924","159,107","1,310,702","632,112",0,"-31,768","-5,079"
2062,橋椿,2026/06,"1,081,462","4,353,564","11,672,804","4,009,597","27,486","338,824","-107,193"
2063,世鎧,2026/06,"345,964","421,720","2,052,020","1,090,329","11,985","8,921","-8,545"
2064,晉椿,2026/06,"288,744","912,190","2,416,404","1,487,509","1,609","-6,855","-10,714"
2065,世豐,2026/06,"251,784","1,188,789","3,543,466","1,734,359","6,011","77,185","-30,992"
2066,世德,2026/06,"766,351","704,747","3,761,955","1,604,572","12,368","168,761","-57,720"
2067,嘉鋼,2026/06,"76,595","748,786","1,930,279","1,706,016","6,046","-19,230","-10,463"
2069,運錩,2026/06,"250,044","4,877,087","10,483,969","6,086,134","81,157","-114,454","-418,519"
2070,精湛,2026/06,"463,810","405,557","1,732,296","549,941","17,086","98,804","-40,391"
2071,震南鐵,2026/06,"180,062","1,297,353","2,551,640","1,148,202","3,239","-10,477","-16,752"
2072,世紀風電,2026/06,"8,641,734","15,449,206","34,256,452","10,105,255",0,"947,517","-6,281,025"
2073,雄順,2026/06,"47,011","414,852","817,491","423,670","1,339","-100,864","-21,793"
2101,南港,2026/06,"2,365,639","7,043,472","45,834,727","30,798,560","44,337","5,250,681","-249,169"
2102,泰豐,2026/06,"2,673,909","2,803","12,047,647","2,438,120","9,394","-140,816","-1,076"
2103,台橡,2026/06,"7,116,962","14,258,645","48,018,538","24,134,929","203,251","301,119","-1,512,220"
2104,國際中橡,2026/06,"13,477,791","16,546,941","48,204,714","24,069,644","84,638","1,146,626","-630,575"
2105,正新,2026/06,"29,744,923","53,288,802","148,480,417","60,790,351","1,820,629","8,350,559","-1,462,865"
2106,建大,2026/06,"8,923,675","15,919,159","47,729,450","27,883,417","850,112","436,009","-615,153"
2107,厚生,2026/06,"1,209,638","731,714","17,400,297","2,280,468","5,004","24,656","-7,727"
2108,南帝,2026/06,"8,499,589","2,742,256","19,199,060","2,372,632","59,555","592,931","-135,551"
2109,華豐,2026/06,"2,074,685","4,001,326","8,748,023","3,761,880","9,914","299,031","-1,230,196"
2114,鑫永銓,2026/06,"624,938","1,338,079","3,973,980","948,876","4,380","229,177","-11,607"
2115,六暉-KY,2026/06,"874,262","2,031,515","5,085,601","1,788,920","31,314","-17,406","-123,615"
2201,裕隆,2026/06,"10,847,529","54,381,426","368,555,679","273,423,522","130,224","2,605,031","-394,646"
2204,中華,2026/06,"4,036,931","9,833,073","55,474,518","13,323,620","815,240","757,747","-757,510"
2206,三陽工業,2026/06,"7,646,550","22,626,562","97,644,816","55,699,422","741,332","1,819,984","-962,630"
2207,和泰車,2026/06,"23,944,771","81,145,348","554,762,767","430,396,951","157,486","24,821,984","-11,598,674"
2208,台船,2026/06,"1,347,398","14,052,512","53,344,948","45,805,019","134,435","-7,903,899","-1,052,094"
2211,長榮鋼,2026/06,"3,416,111","4,880,004","41,801,045","10,701,084",0,"1,194,267","-243,646"
2221,大甲,2026/06,"388,234","418,923","1,852,737","671,904","6,477","31,513","-21,127"
2227,裕日車,2026/06,"4,830,072","522,128","22,643,465","4,904,920","121,728","-785,420","-30,347"
2228,劍麟,2026/06,"502,854","1,852,131","6,942,373","1,991,731","74,685","52,000","-56,616"
2230,泰茂,2026/06,"312,636","431,564","1,940,724","862,310","3,687","100,820","-14,445"
2231,為升,2026/06,"950,327","3,328,310","10,680,626","6,296,832","206,864","46,083","-386,108"
2233,宇隆,2026/06,"1,112,971","2,173,464","7,388,490","3,234,260","116,308","279,153","-78,659"
2235,謚源,2026/06,"57,553","547,856","1,438,190","242,095","6,505","38,107","-21,787"
2237,華德動能-創,2026/06,"77,886","293,829","4,587,849","3,101,191","47,564","-554,380","-8,396"
2241,艾姆勒,2026/06,"166,632","1,309,353","2,296,366","796,810","29,002","-14,612","-12,152"
2245,詠勝昌*,2026/06,"139,287","523,243","978,391","369,111","7,461","46,527","-11,476"
2246,台灣電動車,2026/06,"151,471","8,995","451,927","67,406",0,"-20,667",0
2247,汎德永業,2026/06,"5,126,439","7,122,816","21,615,255","8,884,411",0,"4,185,896","-952,829"
2249,湧盛,2026/06,"729,766","124,365","2,181,758","723,293","11,399","302,903","-5,340"
2250,IKKA-KY,2026/06,"1,374,622","642,783","3,634,637","1,619,025","16,508","135,749","-21,606"
2252,為昇科,2026/06,"322,090","24,961","713,575","180,083","74,532","-120,653","-8,093"
2254,巨鎧精密-創,2026/06,"144,883","1,268,282","2,192,019","1,225,001","31,485","-50,482","-2,808"
2255,凱銳光電,2026/06,"549,989","552,586","2,593,649","1,725,960","91,374","157,170","-16,893"
2256,歐特明,2026/06,"176,586","44,225","523,506","266,140","57,963","14,040","-4,894"
2258,鴻華先進-創,2026/06,"2,645,912","6,067,947","21,363,318","9,967,393","1,575,247","-2,388,799","-1,275,850"
2301,光寶科,2026/06,"75,190,014","31,018,566","239,164,413","142,552,447","5,128,074","-4,238,093","-6,667,452"
2302,麗正,2026/06,"527,032","533,226","2,796,026","958,796","2,651","75,187","-11,124"
2303,聯電,2026/06,"124,706,465","259,212,411","665,972,883","222,048,583","9,322,501","55,678,697","-21,348,637"
2305,全友,2026/06,"564,163","351,658","3,464,447","847,099","51,649","44,730","-3,679"
2308,台達電,2026/06,"182,350,204","158,397,548","754,433,332","404,208,440","29,438,966","63,100,603","-27,450,617"
2312,金寶,2026/06,"27,480,134","24,096,325","144,272,249","105,682,397","962,802","2,843,482","-1,695,539"
2313,華通,2026/06,"11,951,079","39,421,646","100,923,381","52,344,953","1,865,340","834,351","-4,728,542"
2314,台揚,2026/06,"64,372","354,447","3,080,396","3,051,149","253,587","-36,541","-3,050"
2316,楠梓電,2026/06,"809,324","2,988,165","21,197,449","6,764,283","32,734","-297,255","-511,274"
2317,鴻海,2026/06,"963,002,077","576,855,286","5,622,576,474","3,502,988,890","57,065,956","-69,122,283","-80,886,319"
2321,東訊,2026/06,"98,262","71,913","1,219,449","766,718","34,709","-68,816","-4,695"
2323,中環,2026/06,"2,241,967","2,875,033","32,085,726","11,678,179","29,285","-2,032,916","-30,034"
2324,仁寶,2026/06,"82,928,768","37,859,643","521,782,740","368,220,677","9,749,093","-13,657,905","-8,924,351"
2327,國巨*,2026/06,"147,495,485","62,413,839","507,342,236","328,393,749","1,800,554","16,478,788","-2,943,267"
2328,廣宇,2026/06,"4,858,327","4,231,174","25,222,126","7,963,368","264,760","59,665","-396,135"
2329,華泰,2026/06,"3,029,326","8,961,961","26,654,758","10,245,168","227,091","644,556","-1,476,707"
2330,台積電,2026/06,"3,134,218,213","4,302,880,478","9,375,654,727","2,901,183,746","140,902,823","1,482,341,242","-846,764,746"
2331,精英,2026/06,"3,608,606","1,984,117","21,540,346","10,715,286","336,674","-405,083","-76,863"
2332,友訊,2026/06,"2,970,958","2,265,739","15,876,746","5,199,813","232,600","-115,299","-24,511"
2337,旺宏,2026/06,"22,294,578","37,118,207","96,446,487","34,502,007","3,281,365","10,033,607","-683,393"
2338,光罩,2026/06,"1,556,253","8,521,115","18,364,967","12,096,297","97,016","791,155","-296,371"
2340,台亞,2026/06,"2,809,774","7,216,323","14,990,617","8,234,978","165,130","-220,091","-478,907"
2342,茂矽,2026/06,"682,266","851,076","3,074,831","752,105","107,088","36,486","-171,324"
2344,華邦電,2026/06,"43,014,862","103,647,372","293,034,319","119,491,802","11,735,294","35,672,052","-8,088,053"
2345,智邦,2026/06,"27,677,100","10,904,540","199,340,809","130,217,930","4,500,605","-15,452,605","-3,650,760"
2347,聯強,2026/06,"16,190,283","14,468,360","301,354,687","211,935,622",0,"-43,661,025","-23,382"
2348,海悅,2026/06,"4,732,721","37,360","50,245,287","40,380,312",0,"-2,119,879",-155
2349,錸德,2026/06,"2,632,290","6,157,694","18,462,208","8,483,844","98,143","43,953","-449,657"
2351,順德,2026/06,"1,320,250","5,246,561","14,685,632","6,115,629","162,175","375,089","-392,551"
2352,佳世達,2026/06,"25,078,195","43,614,257","230,548,811","159,329,681","3,728,572","-2,254,983","-2,101,495"
2353,宏碁,2026/06,"31,107,363","14,709,658","308,682,307","208,887,724","1,545,211","-19,557,346","-1,015,344"
2354,鴻準,2026/06,"19,708,661","3,347,907","178,687,064","64,840,480","660,137","2,610,356","-1,170,285"
2355,敬鵬,2026/06,"3,284,288","6,278,192","25,509,742","7,987,076","156,135","481,905","-575,622"
2356,英業達,2026/06,"53,919,523","47,935,505","475,331,025","397,367,413","7,608,305","-25,399,083","-7,361,206"
2357,華碩,2026/06,"86,156,490","21,227,956","868,541,957","538,556,270","15,112,492","-77,332,235","-667,428"
2359,所羅門,2026/06,"2,392,595","468,490","11,276,337","4,309,178","87,851","285,057","-30,241"
2360,致茂,2026/06,"9,393,875","11,772,406","63,701,308","29,991,536","1,744,862","5,353,931","-921,146"
2362,藍天,2026/06,"8,578,975","2,345,702","110,070,258","63,148,663","340,747","-2,800,329","-31,387"
2363,矽統,2026/06,"2,488,111","1,196,887","52,079,509","3,088,848","289,648","466,656",-140
2364,倫飛,2026/06,"634,935","270,579","1,962,164","1,093,699","65,257","116,918","-8,505"
2365,昆盈,2026/06,"1,269,949","633,320","3,627,219","506,322","4,054","37,626","-3,570"
2367,燿華,2026/06,"628,022","16,171,510","28,033,564","15,713,674","101,768","-408,151","-2,080,258"
2368,金像電,2026/06,"24,152,829","21,225,119","97,062,481","54,869,555","770,328","9,003,395","-3,832,835"
2369,菱生,2026/06,"1,247,355","3,145,273","7,766,034","2,672,239","61,655","-6,683","-283,108"
2371,大同,2026/06,"19,076,781","31,957,404","142,908,918","86,730,462","567,313","-1,624,661","-1,070,213"
2373,震旦行,2026/06,"2,386,365","3,427,808","17,773,780","9,076,812",0,"292,407","-47,200"
2374,佳能,2026/06,"2,386,609","4,020,214","14,837,656","5,621,780","412,189","-18,493","-152,651"
2375,凱美,2026/06,"1,909,283","2,103,413","14,954,395","4,320,518","27,016","217,304","-262,840"
2376,技嘉,2026/06,"33,085,558","8,510,265","271,256,869","201,983,297","2,285,802","-79,384,238","-1,823,667"
2377,微星,2026/06,"16,428,636","9,550,058","128,612,378","70,554,073","2,756,819","-136,262","-971,939"
2379,瑞昱,2026/06,"6,629,743","11,630,705","147,269,310","96,827,154","20,186,569","10,935,109","-1,631,862"
2380,虹光,2026/06,"377,381","406,876","2,523,955","1,931,926","188,911","-165,892","-46,650"
2382,廣達,2026/06,"268,997,147","89,722,570","2,062,526,949","1,806,710,619","19,162,041","45,928,980","-21,595,496"
2383,台光電,2026/06,"22,567,762","42,065,798","158,577,444","100,265,367","1,671,024","5,044,825","-10,679,228"
2384,勝華,2026/06,"1,640,018","5,341","4,404,989","17,978,996",0,"141,631",0
2385,群光,2026/06,"29,741,277","17,382,933","110,233,627","57,363,231","1,684,823","536,576","-260,258"
2387,精元,2026/06,"4,165,312","4,071,083","20,105,864","8,572,633","362,032","438,250","-453,883"
2388,威盛,2026/06,"12,711,506","2,639,465","39,543,039","15,340,641","1,178,057","311,956","-350,294"
2390,云辰,2026/06,"306,856","219,864","2,727,709","371,359","21,325","-56,617","-10,621"
2392,正崴,2026/06,"28,213,049","33,921,017","123,505,715","91,137,012","1,015,153","2,856,242","-2,036,503"
2393,億光,2026/06,"4,971,205","5,302,970","31,458,456","11,669,578","381,323","-566,782","-492,241"
2395,研華,2026/06,"12,749,178","15,349,688","93,203,810","37,749,561","3,168,493","2,666,312","-1,287,277"
2397,友通,2026/06,"2,676,131","2,251,445","14,680,102","8,986,440","339,863","-580,293","-160,961"
2399,映泰,2026/06,"914,752","129,864","3,688,951","857,970","75,343","-117,584",-770
2401,凌陽,2026/06,"4,527,161","1,752,224","14,958,608","4,150,475","1,132,986","-356,118","-46,591"
2402,毅嘉,2026/06,"3,157,204","4,336,307","16,768,203","9,491,436","183,538","66,714","-608,399"
2404,漢唐,2026/06,"41,202,242","2,618,953","100,479,417","82,304,131","19,195","12,163,976","-1,287,431"
2405,輔信,2026/06,"618,196","1,088,368","4,576,017","1,026,769","92,700","-278,000","-3,039"
2406,國碩,2026/06,"1,171,466","6,527,324","17,425,086","8,640,440","194,510","-666,825","-449,008"
2408,南亞科,2026/06,"217,602,535","89,804,071","387,758,196","65,059,683","5,338,808","87,407,707","-6,855,338"
2409,友達,2026/06,"53,791,751","152,101,891","377,676,390","210,774,202","8,879,892","6,877,414","-5,550,174"
2412,中華電,2026/06,"42,222,351","280,290,197","553,627,387","171,548,938","2,258,741","31,741,601","-9,847,432"
2413,環科,2026/06,"899,533","840,042","4,690,106","2,428,550","63,090","203,580","-1,618"
2414,精技,2026/06,"588,486","1,358,756","18,036,691","13,722,890","75,679","-5,862,698","-26,295"
2415,錩新,2026/06,"893,332","485,689","10,904,972","7,801,364","17,356","52,626","-133,400"
2417,圓剛,2026/06,"1,972,168","1,383,900","5,941,584","2,102,613","321,033","200,639","-38,337"
2419,仲琦,2026/06,"3,578,608","949,701","11,803,297","5,790,077","215,610","125,891","-7,895"
2420,新巨,2026/06,"1,005,661","1,492,939","6,067,751","2,154,621","33,481","386,428","-49,020"
2421,建準,2026/06,"6,538,992","3,621,394","21,135,532","10,612,980","633,401","675,589","-692,598"
2423,固緯,2026/06,"815,627","764,044","4,329,873","1,339,908","141,534","347,513","-29,739"
2424,隴華,2026/06,"56,567","168,702","380,289","108,896","20,057","-23,796",-500
2425,承啟,2026/06,"994,995","21,582","6,659,666","3,637,298","72,813","79,069",-448
2426,鼎元,2026/06,"500,274","1,523,274","4,744,116","908,978","66,079","160,568","-49,866"
2427,三商電,2026/06,"1,122,452","1,337,907","7,045,640","3,558,128","128,045","494,317","-13,099"
2428,興勤,2026/06,"3,180,691","4,000,428","18,680,965","6,761,920","211,233","370,328","-207,706"
2429,銘旺科,2026/06,"135,175","498,579","1,850,632","1,128,720","21,378","-118,390","-44,567"
2430,燦坤,2026/06,"1,158,367","2,880,752","13,495,022","9,174,009",0,"831,892","-12,398"
2431,聯昌,2026/06,"396,301","1,498","1,198,571","119,919","11,554","-100,781",-908
2432,倚天酷碁-創,2026/06,"656,794","42,068","1,960,822","797,354","67,461","-42,706","-28,296"
2433,互盛電,2026/06,"538,876","2,589,610","7,463,968","3,403,207",0,"652,007","-535,511"
2434,統懋,2026/06,"26,578","459,644","674,199","225,704","1,993","-18,147","-47,112"
2436,偉詮電,2026/06,"1,488,124","192,538","7,179,202","2,369,006","255,069","250,523","-18,782"
2438,翔耀,2026/06,"91,565","654,166","1,783,250","1,173,602","6,283","-96,580","-17,542"
2439,美律,2026/06,"7,333,386","5,060,718","40,825,822","22,225,310","1,191,419","151,411","-435,042"
2440,太空梭,2026/06,"412,156","205,078","3,217,043","1,409,856","3,480","-114,999",-531
2441,超豐,2026/06,"7,061,176","12,409,190","33,662,283","6,174,721","184,382","2,793,077","-1,623,427"
2442,新美齊,2026/06,"3,234,247","456,521","22,673,900","15,109,737",0,"3,992,349","-14,822"
2443,昶虹,2026/06,"6,584","4,398","148,639","70,647",0,"-4,109",0
2444,兆勁,2026/06,"376,363","521,463","1,724,083","1,051,781","28,836","-126,810","-92,114"
2449,京元電子,2026/06,"13,321,324","70,057,450","128,748,650","66,076,165","622,319","6,373,084","-13,883,540"
2450,神腦,2026/06,"1,678,988","761,274","10,762,952","4,539,381",0,"54,116","-11,765"
2451,創見,2026/06,"18,155,376","1,481,004","53,943,484","15,470,982","141,393","16,852,695","-7,397"
2453,凌群,2026/06,"327,829","335,205","4,555,141","2,426,560","86,351","-417,190","-15,589"
2454,聯發科,2026/06,"189,000,660","66,685,378","787,448,372","354,806,672","77,705,854","6,593,980","-10,815,091"
2455,全新,2026/06,"1,649,873","2,425,220","5,716,733","2,023,624","187,921","634,003","-447,984"
2457,飛宏,2026/06,"2,866,340","4,608,877","13,424,583","4,556,995","412,423","-456,347","-245,580"
2458,義隆,2026/06,"3,285,347","5,182,040","16,841,099","5,329,832","1,126,424","1,396,514","-835,909"
2459,敦吉,2026/06,"1,074,145","1,251,454","9,717,270","3,369,255","58,800","344,722","-79,213"
2460,建通,2026/06,"406,466","1,805,754","5,203,216","3,573,667","7,315","-90,444","-83,476"
2461,光群雷,2026/06,"1,524,453","2,483,265","8,666,251","4,409,174","106,209","516,378","-52,367"
2462,良得電,2026/06,"696,737","1,020,701","6,270,558","2,558,374","66,262","-231,244","-28,145"
2464,盟立,2026/06,"1,568,411","2,491,022","12,920,342","7,151,245","222,947","-493,507","-24,205"
2465,麗臺,2026/06,"678,758","187,820","2,375,431","1,012,098","21,008","98,196","-3,783"
2466,冠西電,2026/06,"80,455","597,688","4,646,745","2,709,563","4,604","-178,694","-33,143"
2467,志聖,2026/06,"2,643,642","5,024,794","29,161,787","12,831,780","347,499","1,778,152","-2,187,957"
2468,華經,2026/06,"314,270","206,979","2,588,000","1,339,672",,"-60,509",-393
2471,資通,2026/06,"873,218","57,283","1,667,499","798,403","58,289","181,919",0
2472,立隆電,2026/06,"4,430,309","6,452,145","19,796,874","5,203,312","130,528","872,192","-635,896"
2474,可成,2026/06,"12,412,717","14,457,821","228,984,651","87,370,822","696,362","-1,102,803","-539,782"
2476,鉅祥,2026/06,"3,484,831","3,287,414","13,598,103","3,758,973","96,267","1,080,032","-253,401"
2477,美隆電,2026/06,"2,730,586","1,550,140","8,677,779","4,287,632","57,196","256,794","-79,137"
2478,大毅,2026/06,"1,822,198","4,105,806","10,556,368","3,159,386","43,103","269,631","-351,514"
2480,敦陽科,2026/06,"1,594,408","748,500","9,472,340","6,196,679","46,762","867,116","-14,412"
2481,強茂,2026/06,"2,548,825","6,612,855","31,480,782","15,033,289","456,205","642,015","-284,554"
2482,連宇,2026/06,"545,126","224,802","1,376,146","270,122","42,355","2,318","-33,960"
2483,百容,2026/06,"502,757","2,348,607","4,457,637","1,715,019","41,081","40,708","-108,607"
2484,希華,2026/06,"1,376,649","1,356,435","5,087,481","979,142","55,938","62,063","-36,457"
2485,兆赫,2026/06,"1,204,840","1,441,704","6,709,842","1,195,938","88,607","-324,935","-30,640"
2486,一詮,2026/06,"1,202,790","7,179,147","15,115,892","8,706,500","106,909","-268,251","-1,518,142"
2488,漢平,2026/06,"885,434","352,297","4,212,812","1,435,430","53,829","-110,945","-13,757"
2489,瑞軒,2026/06,"3,662,763","2,598,749","23,444,125","10,069,746","405,354","-804,358","-136,552"
2491,吉祥全,2026/06,"130,239","7,625","6,314,814","1,122,792","19,848","-68,422",-493
2492,華新科,2026/06,"8,961,970","16,855,952","119,857,069","41,284,268","484,593","2,224,753","-625,211"
2493,揚博,2026/06,"986,031","1,097,079","6,320,947","3,237,107","18,353","136,700","-39,175"
2495,普安,2026/06,"274,559","557,056","7,913,166","3,378,423","131,655","-300,047","-2,226"
2496,卓越,2026/06,"250,154","294,795","1,553,389","671,198",0,"129,398","-18,153"
2497,怡利電,2026/06,"953,944","1,709,128","6,589,689","3,661,972","182,501","-79,041","-53,999"
2498,宏達電,2026/06,"2,195,693","6,288,307","38,869,299","12,655,766","469,863","-1,473,348","-11,756"
2501,國建,2026/06,"5,541,288","3,847,767","90,936,495","56,530,911",0,"1,978,927","-48,177"
2504,國產,2026/06,"5,707,951","22,720,735","50,232,650","23,145,912","12,063","1,855,352","-2,362,867"
2505,國揚,2026/06,"2,565,090","151,003","23,677,863","12,759,264",0,"-532,875",-268
2506,太設,2026/06,"561,947","1,986,244","14,512,860","4,700,341",0,"258,080","-10,201"
2509,全坤建,2026/06,"772,735","212,495","14,480,591","10,336,018",0,"-544,982","-3,908"
